,semantic,correct_relationships,model,CF,dataset
0,0,1.0,linear0,do_calculus,sanity-3-non-lin
1,0,1.0,linear0,do_calculus,sanity-3-non-lin
2,1,1.0,linear0,do_calculus,sanity-3-non-lin
3,1,1.0,linear0,do_calculus,sanity-3-non-lin
4,1,1.0,linear0,do_calculus,sanity-3-non-lin
5,1,1.0,linear0,do_calculus,sanity-3-non-lin
6,0,1.0,linear0,do_calculus,sanity-3-non-lin
7,1,1.0,linear0,do_calculus,sanity-3-non-lin
8,0,1.0,linear0,do_calculus,sanity-3-non-lin
9,0,1.0,linear0,do_calculus,sanity-3-non-lin
10,0,1.0,linear0,do_calculus,sanity-3-non-lin
11,1,1.0,linear0,do_calculus,sanity-3-non-lin
12,0,1.0,linear0,do_calculus,sanity-3-non-lin
13,1,1.0,linear0,do_calculus,sanity-3-non-lin
14,0,1.0,linear0,do_calculus,sanity-3-non-lin
15,0,1.0,linear0,do_calculus,sanity-3-non-lin
16,0,1.0,linear0,do_calculus,sanity-3-non-lin
17,0,1.0,linear0,do_calculus,sanity-3-non-lin
18,0,1.0,linear0,do_calculus,sanity-3-non-lin
19,1,1.0,linear0,do_calculus,sanity-3-non-lin
20,0,1.0,linear0,do_calculus,sanity-3-non-lin
21,1,1.0,linear0,do_calculus,sanity-3-non-lin
22,0,1.0,linear0,do_calculus,sanity-3-non-lin
23,0,1.0,linear0,do_calculus,sanity-3-non-lin
24,1,1.0,linear0,do_calculus,sanity-3-non-lin
25,0,1.0,linear0,do_calculus,sanity-3-non-lin
26,0,1.0,linear0,do_calculus,sanity-3-non-lin
27,0,1.0,linear0,do_calculus,sanity-3-non-lin
28,1,1.0,linear0,do_calculus,sanity-3-non-lin
29,0,1.0,linear0,do_calculus,sanity-3-non-lin
30,0,1.0,linear0,do_calculus,sanity-3-non-lin
31,0,1.0,linear0,do_calculus,sanity-3-non-lin
32,1,1.0,linear0,do_calculus,sanity-3-non-lin
33,1,1.0,linear0,do_calculus,sanity-3-non-lin
34,0,1.0,linear0,do_calculus,sanity-3-non-lin
35,0,1.0,linear0,do_calculus,sanity-3-non-lin
36,0,1.0,linear0,do_calculus,sanity-3-non-lin
37,1,1.0,linear0,do_calculus,sanity-3-non-lin
