,semantic,correct_relationships,Success_Rate,model,CF,dataset
124,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
125,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
126,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
127,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
128,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
129,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
130,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
131,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
132,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
133,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
134,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
135,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
136,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
137,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
138,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
139,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
140,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
141,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
142,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
143,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
144,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
145,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
146,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
147,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
148,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
149,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
150,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
151,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
152,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
153,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
154,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
155,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
156,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
157,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
158,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
159,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
160,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
161,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
162,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
163,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
164,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
165,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
166,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
167,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
168,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
169,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
170,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
171,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
172,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
173,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
174,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
175,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
176,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
177,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
178,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
179,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
180,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
181,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
182,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
183,0.6666666666666666,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
184,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
185,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
186,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
187,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
188,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
189,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
190,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
191,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
192,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
193,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
194,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
195,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
196,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
197,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
198,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
199,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
200,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
201,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
202,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
203,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
204,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
205,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
206,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
207,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
208,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
209,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
210,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
211,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
212,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
213,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
214,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
215,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
216,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
217,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
218,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
219,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
220,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
221,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
222,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
223,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
224,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
225,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
226,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
227,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
228,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
229,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
230,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
231,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
232,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
233,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
234,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
235,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
236,0.3333333333333333,0.3333333333333333,,linear0,Cruds,sanity-3-non-lin
