,semantic,correct_relationships,model,CF,dataset
0,1,1.0,forest0,FeatureTweak,sanity-3-non-lin
1,1,1.0,forest0,FeatureTweak,sanity-3-non-lin
2,1,1.0,forest0,FeatureTweak,sanity-3-non-lin
3,1,1.0,forest0,FeatureTweak,sanity-3-non-lin
4,1,1.0,forest0,FeatureTweak,sanity-3-non-lin
5,1,1.0,forest0,FeatureTweak,sanity-3-non-lin
6,1,1.0,forest0,FeatureTweak,sanity-3-non-lin
7,1,1.0,forest0,FeatureTweak,sanity-3-non-lin
8,0,1.0,forest0,FeatureTweak,sanity-3-non-lin
9,1,1.0,forest0,FeatureTweak,sanity-3-non-lin
10,1,1.0,forest0,FeatureTweak,sanity-3-non-lin
11,1,1.0,forest0,FeatureTweak,sanity-3-non-lin
12,1,1.0,forest0,FeatureTweak,sanity-3-non-lin
13,0,1.0,forest0,FeatureTweak,sanity-3-non-lin
14,1,1.0,forest0,FeatureTweak,sanity-3-non-lin
15,1,1.0,forest0,FeatureTweak,sanity-3-non-lin
16,0,1.0,forest0,FeatureTweak,sanity-3-non-lin
17,1,1.0,forest0,FeatureTweak,sanity-3-non-lin
18,1,1.0,forest0,FeatureTweak,sanity-3-non-lin
19,1,1.0,forest0,FeatureTweak,sanity-3-non-lin
20,1,1.0,forest0,FeatureTweak,sanity-3-non-lin
21,1,1.0,forest0,FeatureTweak,sanity-3-non-lin
22,1,1.0,forest0,FeatureTweak,sanity-3-non-lin
23,1,1.0,forest0,FeatureTweak,sanity-3-non-lin
