,semantic,correct_relationships,Success_Rate,model,CF,dataset
0,0.0,0.0,1.0,MLP0,cchvae,sanity-3-non-lin
1,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
2,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
3,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
4,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
5,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
6,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
7,0.0,1.0,,MLP0,cchvae,sanity-3-non-lin
8,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
9,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
10,1.0,0.0,,MLP0,cchvae,sanity-3-non-lin
11,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
12,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
13,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
14,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
15,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
16,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
17,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
18,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
19,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
20,0.0,1.0,,MLP0,cchvae,sanity-3-non-lin
21,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
22,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
23,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
24,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
25,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
26,0.0,1.0,,MLP0,cchvae,sanity-3-non-lin
27,1.0,1.0,,MLP0,cchvae,sanity-3-non-lin
28,0.0,1.0,,MLP0,cchvae,sanity-3-non-lin
29,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
30,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
31,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
32,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
33,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
34,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
35,0.0,1.0,,MLP0,cchvae,sanity-3-non-lin
36,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
37,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
38,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
39,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
40,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
41,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
42,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
43,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
44,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
45,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
46,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
47,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
48,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
49,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
50,0.0,1.0,,MLP0,cchvae,sanity-3-non-lin
51,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
52,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
53,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
54,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
55,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
56,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
57,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
58,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
59,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
60,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
61,0.0,1.0,,MLP0,cchvae,sanity-3-non-lin
62,1.0,0.0,,MLP0,cchvae,sanity-3-non-lin
63,0.0,0.0,,MLP0,cchvae,sanity-3-non-lin
64,0.0,1.0,,MLP0,cchvae,sanity-3-non-lin
65,1.0,1.0,,MLP0,cchvae,sanity-3-non-lin
66,1.0,1.0,,MLP0,cchvae,sanity-3-non-lin
67,1.0,1.0,,MLP0,cchvae,sanity-3-non-lin
68,1.0,1.0,,MLP0,cchvae,sanity-3-non-lin
69,1.0,1.0,,MLP0,cchvae,sanity-3-non-lin
70,1.0,1.0,,MLP0,cchvae,sanity-3-non-lin
71,1.0,1.0,,MLP0,cchvae,sanity-3-non-lin
72,1.0,1.0,,MLP0,cchvae,sanity-3-non-lin
73,1.0,1.0,,MLP0,cchvae,sanity-3-non-lin
74,1.0,1.0,,MLP0,cchvae,sanity-3-non-lin
75,1.0,1.0,,MLP0,cchvae,sanity-3-non-lin
76,1.0,1.0,,MLP0,cchvae,sanity-3-non-lin
77,1.0,1.0,,MLP0,cchvae,sanity-3-non-lin
78,1.0,1.0,,MLP0,cchvae,sanity-3-non-lin
79,1.0,1.0,,MLP0,cchvae,sanity-3-non-lin
80,1.0,1.0,,MLP0,cchvae,sanity-3-non-lin
81,1.0,1.0,,MLP0,cchvae,sanity-3-non-lin
82,1.0,1.0,,MLP0,cchvae,sanity-3-non-lin
83,1.0,1.0,,MLP0,cchvae,sanity-3-non-lin
84,1.0,1.0,,MLP0,cchvae,sanity-3-non-lin
85,1.0,1.0,,MLP0,cchvae,sanity-3-non-lin
86,1.0,1.0,,MLP0,cchvae,sanity-3-non-lin
87,1.0,1.0,,MLP0,cchvae,sanity-3-non-lin
88,1.0,1.0,,MLP0,cchvae,sanity-3-non-lin
89,1.0,1.0,,MLP0,cchvae,sanity-3-non-lin
90,1.0,1.0,,MLP0,cchvae,sanity-3-non-lin
