,semantic,correct_relationships,model,CF,dataset
0,0.0,0.0,MLP2,Cruds,sanity-3-non-add
1,0.0,0.0,MLP2,Cruds,sanity-3-non-add
2,0.0,0.0,MLP2,Cruds,sanity-3-non-add
3,0.0,0.0,MLP2,Cruds,sanity-3-non-add
4,0.0,0.0,MLP2,Cruds,sanity-3-non-add
5,0.0,0.0,MLP2,Cruds,sanity-3-non-add
6,0.0,0.0,MLP2,Cruds,sanity-3-non-add
7,0.0,0.0,MLP2,Cruds,sanity-3-non-add
8,0.0,0.0,MLP2,Cruds,sanity-3-non-add
9,0.0,0.0,MLP2,Cruds,sanity-3-non-add
10,0.0,0.0,MLP2,Cruds,sanity-3-non-add
11,0.0,0.0,MLP2,Cruds,sanity-3-non-add
12,0.3333333333333333,0.3333333333333333,MLP2,Cruds,sanity-3-non-add
13,0.3333333333333333,0.3333333333333333,MLP2,Cruds,sanity-3-non-add
14,0.3333333333333333,0.3333333333333333,MLP2,Cruds,sanity-3-non-add
15,0.3333333333333333,0.3333333333333333,MLP2,Cruds,sanity-3-non-add
16,0.3333333333333333,0.3333333333333333,MLP2,Cruds,sanity-3-non-add
17,0.3333333333333333,0.3333333333333333,MLP2,Cruds,sanity-3-non-add
18,0.3333333333333333,0.3333333333333333,MLP2,Cruds,sanity-3-non-add
19,0.3333333333333333,0.3333333333333333,MLP2,Cruds,sanity-3-non-add
20,0.3333333333333333,0.3333333333333333,MLP2,Cruds,sanity-3-non-add
21,0.3333333333333333,0.3333333333333333,MLP2,Cruds,sanity-3-non-add
22,0.3333333333333333,0.3333333333333333,MLP2,Cruds,sanity-3-non-add
23,0.3333333333333333,0.3333333333333333,MLP2,Cruds,sanity-3-non-add
