,semantic,correct_relationships,model,CF,dataset
0,0.0,1.0,forest0,focus,sanity-3-non-add
1,1.0,1.0,forest0,focus,sanity-3-non-add
2,1.0,1.0,forest0,focus,sanity-3-non-add
3,1.0,1.0,forest0,focus,sanity-3-non-add
4,1.0,0.0,forest0,focus,sanity-3-non-add
5,1.0,1.0,forest0,focus,sanity-3-non-add
6,0.0,0.0,forest0,focus,sanity-3-non-add
7,1.0,1.0,forest0,focus,sanity-3-non-add
8,1.0,1.0,forest0,focus,sanity-3-non-add
9,1.0,1.0,forest0,focus,sanity-3-non-add
10,1.0,0.0,forest0,focus,sanity-3-non-add
11,1.0,0.0,forest0,focus,sanity-3-non-add
12,1.0,1.0,forest0,focus,sanity-3-non-add
13,0.0,1.0,forest0,focus,sanity-3-non-add
14,1.0,1.0,forest0,focus,sanity-3-non-add
15,1.0,1.0,forest0,focus,sanity-3-non-add
16,1.0,1.0,forest0,focus,sanity-3-non-add
17,1.0,1.0,forest0,focus,sanity-3-non-add
18,1.0,0.0,forest0,focus,sanity-3-non-add
19,0.0,1.0,forest0,focus,sanity-3-non-add
20,1.0,1.0,forest0,focus,sanity-3-non-add
21,1.0,1.0,forest0,focus,sanity-3-non-add
22,1.0,1.0,forest0,focus,sanity-3-non-add
23,1.0,1.0,forest0,focus,sanity-3-non-add
24,1.0,1.0,forest0,focus,sanity-3-non-add
25,1.0,1.0,forest0,focus,sanity-3-non-add
26,1.0,0.0,forest0,focus,sanity-3-non-add
27,1.0,1.0,forest0,focus,sanity-3-non-add
28,1.0,1.0,forest0,focus,sanity-3-non-add
29,1.0,1.0,forest0,focus,sanity-3-non-add
30,1.0,0.0,forest0,focus,sanity-3-non-add
31,1.0,1.0,forest0,focus,sanity-3-non-add
32,0.0,1.0,forest0,focus,sanity-3-non-add
33,1.0,1.0,forest0,focus,sanity-3-non-add
34,0.0,1.0,forest0,focus,sanity-3-non-add
35,1.0,1.0,forest0,focus,sanity-3-non-add
36,1.0,1.0,forest0,focus,sanity-3-non-add
