,semantic,correct_relationships,Success_Rate,model,CF,dataset
0,0.0,0.0,1.0,MLP0,Clue,credit
1,0.0,0.0,,MLP0,Clue,credit
2,0.0,0.0,,MLP0,Clue,credit
3,0.0,0.0,,MLP0,Clue,credit
4,0.0,0.0,,MLP0,Clue,credit
5,0.0,0.0,,MLP0,Clue,credit
6,0.0,0.0,,MLP0,Clue,credit
7,0.0,0.0,,MLP0,Clue,credit
8,0.0,0.0,,MLP0,Clue,credit
9,0.0,0.0,,MLP0,Clue,credit
10,0.0,0.0,,MLP0,Clue,credit
11,0.0,0.0,,MLP0,Clue,credit
12,0.0,0.0,,MLP0,Clue,credit
13,0.0,0.0,,MLP0,Clue,credit
14,0.0,0.0,,MLP0,Clue,credit
15,0.0,0.0,,MLP0,Clue,credit
16,0.0,0.0,,MLP0,Clue,credit
17,0.0,0.0,,MLP0,Clue,credit
18,0.0,0.0,,MLP0,Clue,credit
19,0.0,0.0,,MLP0,Clue,credit
20,0.0,0.0,,MLP0,Clue,credit
21,0.0,0.0,,MLP0,Clue,credit
22,0.0,0.0,,MLP0,Clue,credit
23,0.0,0.0,,MLP0,Clue,credit
24,0.0,0.0,,MLP0,Clue,credit
25,0.0,0.0,,MLP0,Clue,credit
26,0.0,0.0,,MLP0,Clue,credit
27,0.0,0.2857142857142857,,MLP0,Clue,credit
28,0.2857142857142857,0.2857142857142857,,MLP0,Clue,credit
29,0.2857142857142857,0.2857142857142857,,MLP0,Clue,credit
30,0.2857142857142857,0.2857142857142857,,MLP0,Clue,credit
31,0.2857142857142857,0.2857142857142857,,MLP0,Clue,credit
32,0.2857142857142857,0.2857142857142857,,MLP0,Clue,credit
33,0.2857142857142857,0.2857142857142857,,MLP0,Clue,credit
34,0.2857142857142857,0.2857142857142857,,MLP0,Clue,credit
35,0.2857142857142857,0.2857142857142857,,MLP0,Clue,credit
36,0.2857142857142857,0.2857142857142857,,MLP0,Clue,credit
37,0.2857142857142857,0.2857142857142857,,MLP0,Clue,credit
38,0.2857142857142857,0.2857142857142857,,MLP0,Clue,credit
39,0.2857142857142857,0.2857142857142857,,MLP0,Clue,credit
40,0.2857142857142857,0.2857142857142857,,MLP0,Clue,credit
41,0.2857142857142857,0.2857142857142857,,MLP0,Clue,credit
42,0.2857142857142857,0.2857142857142857,,MLP0,Clue,credit
43,0.2857142857142857,0.2857142857142857,,MLP0,Clue,credit
44,0.2857142857142857,0.2857142857142857,,MLP0,Clue,credit
45,0.2857142857142857,0.2857142857142857,,MLP0,Clue,credit
46,0.2857142857142857,0.2857142857142857,,MLP0,Clue,credit
47,0.2857142857142857,0.2857142857142857,,MLP0,Clue,credit
48,0.2857142857142857,0.2857142857142857,,MLP0,Clue,credit
49,0.2857142857142857,0.2857142857142857,,MLP0,Clue,credit
50,0.2857142857142857,0.2857142857142857,,MLP0,Clue,credit
51,0.2857142857142857,0.2857142857142857,,MLP0,Clue,credit
52,0.2857142857142857,0.2857142857142857,,MLP0,Clue,credit
53,0.2857142857142857,0.2857142857142857,,MLP0,Clue,credit
54,0.2857142857142857,0.2857142857142857,,MLP0,Clue,credit
