,semantic,correct_relationships,Success_Rate,model,CF,dataset
0,0.0,0.0,1.0,MLP0,growingspheres,credit
1,0.0,0.0,,MLP0,growingspheres,credit
2,0.0,0.0,,MLP0,growingspheres,credit
3,0.0,0.0,,MLP0,growingspheres,credit
4,0.0,0.0,,MLP0,growingspheres,credit
5,0.0,0.0,,MLP0,growingspheres,credit
6,0.0,0.0,,MLP0,growingspheres,credit
7,0.0,0.0,,MLP0,growingspheres,credit
8,0.0,0.0,,MLP0,growingspheres,credit
9,0.0,0.0,,MLP0,growingspheres,credit
10,0.0,0.0,,MLP0,growingspheres,credit
11,0.0,0.0,,MLP0,growingspheres,credit
12,0.0,0.0,,MLP0,growingspheres,credit
13,0.0,0.0,,MLP0,growingspheres,credit
14,0.0,0.0,,MLP0,growingspheres,credit
15,0.0,0.0,,MLP0,growingspheres,credit
16,0.0,0.0,,MLP0,growingspheres,credit
17,0.0,0.0,,MLP0,growingspheres,credit
18,0.0,0.0,,MLP0,growingspheres,credit
19,0.0,0.0,,MLP0,growingspheres,credit
20,0.0,0.0,,MLP0,growingspheres,credit
21,0.0,0.0,,MLP0,growingspheres,credit
22,0.0,0.0,,MLP0,growingspheres,credit
23,0.0,0.0,,MLP0,growingspheres,credit
24,0.0,0.0,,MLP0,growingspheres,credit
25,0.0,0.0,,MLP0,growingspheres,credit
26,0.0,0.0,,MLP0,growingspheres,credit
27,0.0,0.0,,MLP0,growingspheres,credit
28,0.0,0.0,,MLP0,growingspheres,credit
29,0.0,0.0,,MLP0,growingspheres,credit
30,0.0,0.0,,MLP0,growingspheres,credit
31,0.0,0.0,,MLP0,growingspheres,credit
32,0.0,0.0,,MLP0,growingspheres,credit
33,0.0,0.0,,MLP0,growingspheres,credit
34,0.0,0.0,,MLP0,growingspheres,credit
35,0.0,0.0,,MLP0,growingspheres,credit
36,0.0,0.0,,MLP0,growingspheres,credit
37,0.0,0.0,,MLP0,growingspheres,credit
38,0.0,0.0,,MLP0,growingspheres,credit
